HS코드,MTI코드
1602329000,22210
207410000,22220
207420000,22220
207430000,22220
207441000,22220
207442010,22220
207442090,22220
207451000,22220
207452010,22220
207452090,22220
207510000,22220
207520000,22220
207530000,22220
207541000,22220
207542010,22220
207542090,22220
207551000,22220
207552010,22220
207552090,22220
207601000,22220
207602000,22220
207603100,22220
207603210,22220
207603290,22220
207604100,22220
207604210,22220
207604290,22220
207240000,22230
207250000,22230
207261000,22230
207262010,22230
207262090,22230
207271000,22230
207272010,22230
207272090,22230
1602311000,22230
1602319000,22230
209900000,22290
210991030,22290
210999020,22290
1602391000,22290
1602399000,22290
410100000,22910
208300000,22990
208500000,22990
208909090,22990
210910000,22990
210921000,22990
210922000,22990
210930000,22990
210991090,22990
210999010,22990
210999090,22990
504001010,22990
504001021,22990
504001029,22990
504001031,22990
504001039,22990
504001090,22990
504002000,22990
504003000,22990
1502101010,23110
1502101090,23110
1502109000,23110
1502901000,23110
1502901010,23110
1502901090,23110
1516101000,23110
1501101000,23120
1501109000,23120
1501200000,23120
1501201000,23120
1501209000,23120
1501900000,23190
1502909000,23190
1503002000,23190
1503009000,23190
1505001000,23190
1505009000,23190
1506001000,23190
1506009000,23190
1516109000,23190
507101000,23210
507102000,23210
507109000,23210
506100000,23290
506901010,23290
506901020,23290
506901090,23290
506902000,23290
506909000,23290
507901110,23310
507901190,23310
507901200,23310
3001902010,23320
510001000,23390
510002000,23390
510003000,23390
510004000,23390
510005000,23390
410002000,23900
410009000,23900
410901000,23900
410909000,23900
507902010,23900
507902020,23900
507902030,23900
507902040,23900
507902090,23900
510009000,23900
510009010,23900
510009020,23900
510009030,23900
510009090,23900
511100000,23900
511991000,23900
511992010,23900
511992090,23900
511993010,23900
511993020,23900
511993090,23900
511994000,23900
511999030,23900
511999040,23900
511999090,23900
1521902000,23900
2301101000,23900
2301102000,23900
1601001000,24110
1601009000,24110
1602100000,24190
1602201000,24190
1602209000,24190
1602901000,24190
1602909000,24190
1603001000,24190
1603002000,24190
2104101000,24190
409000000,24210
1702901000,24210
410003000,24220
410902000,24220
2106909091,24220
2106909099,24220
401100000,24310
401200000,24310
401301000,24310
401309000,24310
401401000,24310
401409000,24310
401501000,24310
401509000,24310
402101010,24320
402101090,24320
402109000,24320
402211000,24320
402219000,24320
402290000,24320
1901101010,24320
405100000,24330
405200000,24330
405900000,24330
406101000,24340
406101010,24340
406101020,24340
406101090,24340
406102000,24340
406200000,24340
406300000,24340
406400000,24340
406900000,24340
406901000,24340
406902000,24340
406903000,24340
406904000,24340
406909000,24340
403101000,24350
403102000,24350
403109000,24350
403902000,24350
403903000,24350
403909000,24350
402911000,24390
402919000,24390
402991000,24390
402999000,24390
403901000,24390
404101000,24390
404101010,24390
404101011,24390
404101019,24390
404101090,24390
404101091,24390
404101099,24390
404102000,24390
404102110,24390
404102111,24390
404102119,24390
404102120,24390
404102121,24390
404102129,24390
404102130,24390
404102131,24390
404102139,24390
404102190,24390
404102191,24390
404102199,24390
404102900,24390
404102910,24390
404102990,24390
404900000,24390
404901000,24390
404902000,24390
1901101090,24390
1901902000,24390
2106909020,24390
1006201000,11110
1006202000,11110
1006301000,11110
1006302000,11110
1006400000,11110
1003101000,11120
1003102000,11120
1003103000,11120
1003109000,11120
1003901000,11120
1003902000,11120
1003903000,11120
1003909000,11120
1001110000,11130
1001190000,11130
1001911000,11130
1001919000,11130
1001992010,11130
1001992090,11130
1001999010,11130
1001999090,11130
1002100000,11130
1002900000,11130
1007999010,11130
1007999090,11130
1008100000,11130
1005100000,11140
1005902000,11140
1005909000,11140
1008201090,11150
1008211000,11150
1008219000,11150
1007009000,11160
1007100000,11160
1007900000,11160
1004001000,11190
1004100000,11190
1004900000,11190
1008209000,11190
1008291000,11190
1008299000,11190
1008300000,11190
1008400000,11190
1008500000,11190
1008600000,11190
701100000,11210
701900000,11210
710100000,11210
712902093,11210
2004100000,11210
2005201000,11210
2005209000,11210
714201000,11220
714202000,11220
714203000,11220
714204000,11220
714209000,11220
714301000,11220
714309000,11220
714401000,11220
714409000,11220
714501000,11220
714509000,11220
714101000,11230
714102010,11230
714102020,11230
714102090,11230
714103000,11230
714104000,11230
1903001000,11230
1903009000,11230
714909010,11290
714909090,11290
1201001000,11310
1201009010,11310
1201009090,11310
1201101000,11310
1201109000,11310
1201901000,11310
1201902000,11310
1201903000,11310
1201909000,11310
1208100000,11310
713311000,11320
713319000,11320
2005511000,11320
2005591000,11320
713321000,11330
713329000,11330
2005512000,11330
2005592000,11330
713331000,11340
713339000,11340
708100000,11350
710210000,11350
713101000,11350
713102000,11350
713109000,11350
2005400000,11350
2006005000,11350
708200000,11390
708900000,11390
710220000,11390
710290000,11390
713200000,11390
713340000,11390
713350000,11390
713390000,11390
713400000,11390
713500000,11390
713600000,11390
713900000,11390
1106100000,11390
2005519000,11390
2005599000,11390
2006006010,11390
2006006090,11390
1102902000,11410
1103193000,11410
1103202000,11410
1104191000,11410
1104301000,11410
1102901000,11420
1103191000,11420
1103203000,11420
1104192000,11420
1104292000,11420
1107100000,11420
1107201000,11420
1107209000,11420
1008900000,11430
1101001000,11430
1103110000,11430
1103201000,11430
1108110000,11430
1102200000,11440
1103130000,11440
1108121000,11440
1108129000,11440
1101002000,11490
1102903000,11490
1102909000,11490
1103192000,11490
1103199000,11490
1103209000,11490
1104120000,11490
1104199000,11490
1104220000,11490
1104230000,11490
1104291000,11490
1104299000,11490
1104309000,11490
1105100000,11490
1105200000,11490
1108130000,11490
1108141000,11490
1108149000,11490
1108191000,11490
1108199000,11490
1108200000,11490
1202200000,11510
1202301000,11510
1202302000,11510
1202410000,11510
1202420000,11510
2008111000,11510
2008119000,11510
1207400000,11520
1207991000,11530
1206000000,11540
1207300000,11550
1204000000,11560
1203000000,11590
1205101000,11590
1205109000,11590
1205901000,11590
1205909000,11590
1207100000,11590
1207200000,11590
1207210000,11590
1207291000,11590
1207299000,11590
1207500000,11590
1207600000,11590
1207700000,11590
1207910000,11590
1207992000,11590
1207995000,11590
1207999000,11590
1208900000,11590
1208901000,11590
1208909000,11590
808100000,11601
813300000,11601
808300000,11602
810100000,11603
811100000,11603
812901000,11603
809300000,11604
809100000,11605
813100000,11605
809401000,11606
809402000,11606
813200000,11606
810903000,11607
813402000,11607
809210000,11608
809290000,11608
812100000,11608
808400000,11609
810701000,11610
810709000,11610
813401000,11610
810500000,11611
810905000,11612
804100000,11613
804200000,11614
804300000,11615
2006002000,11615
804502000,11616
803000000,11617
803100000,11617
803900000,11617
805100000,11618
805501000,11619
805502010,11619
805502020,11619
805201000,11620
805211000,11620
805900000,11620
806100000,11621
806200000,11621
807110000,11622
807190000,11623
807199000,11623
807191000,11624
801210000,11690
801220000,11690
801310000,11690
801320000,11690
804400000,11690
804501000,11690
804503000,11690
805209000,11690
805219000,11690
805220000,11690
805290000,11690
805400000,11690
807200000,11690
810200000,11690
810300000,11690
810400000,11690
810600000,11690
810909000,11690
811200000,11690
811902000,11690
811903000,11690
811909000,11690
812909000,11690
813409000,11690
1106300000,11690
2308002000,11690
903000000,11900
905100000,11900
905200000,11900
1209294000,11900
1209992000,11900
1209993000,11900
1209999000,11900
1210100000,11900
1210201000,11900
1210202000,11900
1211209200,11900
1212910000,11900
1212920000,11900
1212930000,11900
1212940000,11900
1212992000,11900
1212993000,11900
1212996000,11900
1212999000,11900
704902000,12101
704909000,12101
704100000,12102
704200000,12102
704901000,12102
712902060,12102
2001909030,12102
705110000,12103
705190000,12103
709700000,12104
710300000,12104
706102000,12105
706901000,12105
712902020,12105
706101000,12106
710804000,12106
711904000,12106
712902040,12106
702000000,12107
702001000,12107
702009000,12107
2001909020,12107
2002100000,12107
2002901000,12107
2002909000,12107
707000000,12108
711400000,12108
2001100000,12108
709930000,12109
712902050,12109
709300000,12110
703101000,12111
703101010,12111
703101090,12111
710801000,12111
712200000,12111
2001909070,12111
703102000,12112
703103000,12112
712902030,12112
2001909010,12112
703201000,12113
703209000,12113
710802000,12113
711901000,12113
712901000,12113
2001909060,12113
703901000,12114
709200000,12115
2005600000,12115
2006007000,12115
709601000,12116
709609000,12116
710807000,12116
904201000,12116
904202000,12116
904210000,12116
904220000,12116
910100000,12117
910101000,12117
910109000,12117
910111000,12117
910112000,12117
910119000,12117
910121000,12117
910122000,12117
910129000,12117
2006003000,12117
706902000,12118
709993000,12119
703902000,12190
703903000,12190
703909000,12190
705210000,12190
705290000,12190
706903000,12190
706904000,12190
706909000,12190
709400000,12190
709909000,12190
709910000,12190
709920000,12190
709999000,12190
710400000,12190
710808010,12190
710808020,12190
710809000,12190
710809010,12190
710809090,12190
710900000,12190
711200000,12190
711591000,12190
711905091,12190
711905099,12190
711909000,12190
712902070,12190
712902080,12190
712902091,12190
712902092,12190
712902095,12190
712902096,12190
712902097,12190
712902099,12190
712909000,12190
712909096,12190
712909097,12190
904110000,12190
904120000,12190
2001909040,12190
2001909050,12190
2001909090,12190
2004901000,12190
2004909000,12190
2005101000,12190
2005109000,12190
2005700000,12190
2005800000,12190
2005992000,12190
2005993000,12190
2005994000,12190
2005999000,12190
2006004000,12190
2006008000,12190
2006009010,12190
2006009030,12190
2006009090,12190
2104103000,12190
602400000,12201
603110000,12201
602901050,12202
603140000,12202
601101000,12203
601201000,12203
603191000,12203
601102000,12204
601202000,12204
603150000,12204
601103000,12205
601203000,12205
601104000,12206
601204000,12206
601105000,12207
601205000,12207
603192000,12207
601106000,12208
601207000,12208
601107000,12209
601208000,12209
601108000,12210
601209010,12210
602901010,12211
603131000,12211
603132000,12211
603139000,12211
602901020,12212
603120000,12212
601109000,12290
601206000,12290
601209090,12290
602300000,12290
602901030,12290
602901040,12290
602901060,12290
602901090,12290
602909010,12290
602909020,12290
603194000,12290
603199000,12290
603900000,12290
709991000,12310
710805000,12310
711905010,12310
712902010,12310
710803000,12320
711903000,12320
2005910000,12320
2006009020,12320
709992000,12330
711905020,12330
712902094,12330
709517000,12410
712311000,12410
2003104000,12410
709593000,12420
712391030,12420
709594000,12430
709594010,12430
709594090,12430
712391040,12430
709550000,12440
709591000,12440
710806000,12440
712391010,12440
2003902000,12440
709540000,12450
709592000,12450
712340000,12450
712391020,12450
2003901000,12450
709595000,12460
712391050,12460
602909040,12490
709519000,12490
709520000,12490
709530000,12490
709560000,12490
709596000,12490
709599000,12490
711510000,12490
711599000,12490
712319000,12490
712320000,12490
712330000,12490
712391090,12490
712392000,12490
2003109000,12490
2003903000,12490
2003909000,12490
802401000,12510
802410000,12510
802420000,12510
811901000,12510
2006001000,12510
2008191000,12510
802310000,12520
802320000,12520
802901010,12530
802901020,12530
802910000,12530
802920000,12530
802902010,12540
802902020,12540
802991010,12540
802991020,12540
802110000,12550
802120000,12550
801110000,12560
801120000,12560
801190000,12560
1801001000,12560
1801002000,12560
802210000,12590
802220000,12590
802510000,12590
802520000,12590
802600000,12590
802610000,12590
802620000,12590
802700000,12590
802800000,12590
802909000,12590
802999000,12590
2106909060,12590
2308001000,12590
602909050,12910
602101000,12990
602201000,12990
602202000,12990
602203000,12990
602204000,12990
602205000,12990
602206000,12990
602209000,12990
602909030,12990
602909090,12990
1507100000,13110
1507101000,13110
1507102000,13110
1507109000,13110
1507901000,13110
1507901010,13110
1507901020,13110
1507901090,13110
1507909000,13110
1516202050,13110
1515500000,13120
1516201050,13120
1515901000,13130
1516201040,13130
1509200000,13140
1509300000,13140
1509400000,13140
1509900000,13140
1510100000,13140
1510900000,13140
1508100000,13190
1508901000,13190
1508909000,13190
1509100000,13190
1510000000,13190
1511100000,13190
1511901000,13190
1511902000,13190
1511909000,13190
1512111000,13190
1512112000,13190
1512191010,13190
1512191020,13190
1512199010,13190
1512199020,13190
1512210000,13190
1512291000,13190
1512299000,13190
1513110000,13190
1513191000,13190
1513199000,13190
1513211000,13190
1513212000,13190
1513291010,13190
1513291020,13190
1513299000,13190
1514110000,13190
1514191000,13190
1514199000,13190
1514911000,13190
1514912000,13190
1514991010,13190
1514991020,13190
1514999000,13190
1515110000,13190
1515190000,13190
1515210000,13190
1515290000,13190
1515300000,13190
1515600000,13190
1515909010,13190
1515909020,13190
1515909030,13190
1515909040,13190
1515909090,13190
1516201010,13190
1516201020,13190
1516201030,13190
1516202010,13190
1516202020,13190
1516202030,13190
1516202040,13190
1516202090,13190
1516300000,13190
3301120000,13190
3301130000,13190
3301190000,13190
3301240000,13190
3301250000,13190
3301290000,13190
3301291000,13190
3301292000,13190
3301293000,13190
3301294000,13190
3301299000,13190
3301300000,13190
3301901000,13190
3301902000,13190
3301903000,13190
1517100000,13210
1517901000,13290
1517902000,13290
1517909000,13290
1518001000,13290
1518002000,13290
1518009000,13290
1518009010,13290
1518009090,13290
1521101000,13300
1521102000,13300
1521109000,13300
1521909000,13300
1301200000,13400
1301902010,13400
1301902090,13400
1302110000,13400
1302120000,13400
1302130000,13400
1302140000,13400
1302192000,13400
1302199010,13400
1302199020,13400
1302199031,13400
1302199032,13400
1302199033,13400
1302199034,13400
1302199035,13400
1302199039,13400
1302199091,13400
1302199099,13400
1302200000,13400
1302320000,13400
1302390000,13400
3301904100,13400
3301904200,13400
3301904300,13400
3301904400,13400
3301904600,13400
3301904700,13400
3301904800,13400
1802001000,13500
1802009000,13500
2302100000,13500
2302300000,13500
2302401000,13500
2302409000,13500
2302500000,13500
2303100000,13500
2303200000,13500
2303300000,13500
2303301000,13500
2303309000,13500
2304000000,13500
2305000000,13500
2306100000,13500
2306200000,13500
2306300000,13500
2306410000,13500
2306490000,13500
2306500000,13500
2306600000,13500
2306901000,13500
2306902000,13500
2306903000,13500
2306909000,13500
2307000000,13500
1001991010,13600
1001991090,13600
1005901000,13600
1213000000,13600
1214101000,13600
1214109000,13600
1214901000,13600
1214909011,13600
1214909019,13600
1214909090,13600
2308003000,13600
2308009000,13600
2309100000,13600
2309101000,13600
2309102000,13600
2309901010,13600
2309901020,13600
2309901030,13600
2309901040,13600
2309901091,13600
2309901099,13600
2309902010,13600
2309902020,13600
2309902091,13600
2309902099,13600
2309903010,13600
2309903020,13600
2309903030,13600
2309903090,13600
2309909000,13600
2309909010,13600
2309909090,13600
604209000,13900
604901000,13900
604909000,13900
604990000,13900
814001000,13900
814002000,13900
1106209000,13900
3505101000,13900
3505102000,13900
3505103000,13900
3505104010,13900
3505104090,13900
3505105010,13900
3505105090,13900
3505109010,13900
3505109090,13900
3809100000,13900
3824600000,13900
1109000000,14100
1901201000,14100
1901202000,14100
1901209000,14100
2102101000,14200
2102102000,14200
2102103000,14200
2102104000,14200
2102109000,14200
2102201000,14200
2102202000,14200
2102203010,14200
2102203090,14200
2102204010,14200
2102204090,14200
2102209000,14200
2102300000,14200
2106909040,14200
2103100000,14310
2103901010,14320
2103901030,14330
2103201000,14340
2103301000,14350
2103302000,14350
2103909010,14360
2103909020,14370
2103202000,14390
2103901020,14390
2103901090,14390
2103909030,14390
2103909040,14390
2103909090,14390
910200000,14400
910300000,14400
910910000,14400
910911000,14400
910919000,14400
910991000,14400
910999000,14400
1520000000,14500
1522000000,14500
1522001000,14500
1522001010,14500
1522001090,14500
1522009000,14500
1211609000,14900
1211909090,14900
1404200000,14900
1404901000,14900
1404904000,14900
1404905000,14900
1404909000,14900
1803100000,14900
1803200000,14900
901110000,15110
901120000,15110
901210000,15110
901220000,15110
901901000,15110
901902000,15110
2101110000,15120
2101111000,15120
2101119000,15120
2101121000,15120
2101129010,15120
2101129090,15120
2106909010,15120
1806201000,15210
1806311000,15210
1806321000,15210
1806901000,15210
1804000000,15220
1805000000,15220
1806100000,15220
1806209010,15220
1806209090,15220
1806319000,15220
1806329000,15220
1806902290,15220
1806909010,15220
1806909090,15220
902100000,15310
902200000,15310
902300000,15320
902400000,15320
2401101000,15410
2401102000,15410
2401103000,15410
2401109000,15410
2401201000,15410
2401202000,15410
2401203000,15410
2401209000,15410
2401301000,15410
2401302000,15410
2401309000,15410
2402101000,15420
2402102000,15420
2402103000,15420
2402201000,15420
2402209000,15420
2402900000,15420
2403110000,15420
2403191000,15420
2403199000,15420
2403911000,15420
2403919000,15420
2403991000,15420
2403992000,15420
2403993000,15420
2403994000,15420
2403999000,15420
1211201110,15510
1211201120,15510
1211201190,15510
1211201210,15520
1211201211,15520
1211201219,15520
1211201220,15520
1211201240,15520
1211201290,15520
1211201291,15520
1211201299,15520
1211202110,15520
1211202120,15520
1211202190,15520
1302191110,15520
1302191120,15520
1302191190,15520
2106903011,15520
2106903019,15520
1211201310,15530
1211201311,15530
1211201319,15530
1211201320,15530
1211201330,15530
1211201390,15530
1211201391,15530
1211201399,15530
1211202210,15530
1211202220,15530
1211202290,15530
1302191210,15530
1302191220,15530
1302191290,15530
2106903021,15530
2106903029,15530
1211203100,15590
1211209100,15590
1211209300,15590
1211209900,15590
1302191900,15590
906110000,15600
906190000,15600
906191000,15600
906192000,15600
906200000,15600
906201000,15600
906202000,15600
907000000,15600
907100000,15600
907200000,15600
908110000,15600
908120000,15600
908210000,15600
908220000,15600
908310000,15600
908320000,15600
909100000,15600
909210000,15600
909220000,15600
909310000,15600
909320000,15600
909500000,15600
909611000,15600
909612000,15600
909613000,15600
909621000,15600
909622000,15600
909623000,15600
1211300000,15600
1211301000,15600
1211309000,15600
1211400000,15600
1211401000,15600
1211409000,15600
1211501000,15600
1211509000,15600
1211601000,15600
1211901000,15600
1211901100,15600
1211901200,15600
1211901300,15600
1211901400,15600
1211901500,15600
1211901600,15600
1211901700,15600
1211901800,15600
1211901910,15600
1211901920,15600
1211901930,15600
1211901940,15600
1211901960,15600
1211901970,15600
1211901980,15600
1211901991,15600
1211901992,15600
1211901993,15600
1211901999,15600
1211902000,15600
1211903000,15600
1211904000,15600
1211905000,15600
1211906000,15600
1211909010,15600
1211909020,15600
1211909030,15600
1211909040,15600
1211909050,15600
1211909060,15600
1211909070,15600
1211909091,15600
1211909092,15600
1211909093,15600
1211909099,15600
2208904000,15710
2203000000,15720
2208701000,15730
2204100000,15740
2204211000,15740
2204212000,15740
2204219000,15740
2204221000,15740
2204222000,15740
2204229000,15740
2204291000,15740
2204292000,15740
2204299000,15740
2204300000,15740
2208301000,15750
2208302000,15750
2208303000,15750
2208309000,15750
2208400000,15760
2208500000,15760
2208901000,15760
2205100000,15790
2205900000,15790
2206001010,15790
2206001020,15790
2206001090,15790
2206002010,15790
2206002020,15790
2206002030,15790
2206002090,15790
2206009010,15790
2206009090,15790
2207101000,15790
2207109010,15790
2207109090,15790
2207200000,15790
2208201000,15790
2208209000,15790
2208600000,15790
2208702000,15790
2208709000,15790
2208906000,15790
2208907000,15790
2208909000,15790
1701111000,15810
1701121000,15810
1701122000,15810
1701130000,15810
1701141000,15810
1701142000,15810
1701910000,15820
1701990000,15820
1703101000,15830
1703109000,15830
1703901000,15830
1703909000,15830
1702111000,15890
1702119000,15890
1702191000,15890
1702199000,15890
1702201000,15890
1702202000,15890
1702301000,15890
1702302000,15890
1702401000,15890
1702402000,15890
1702500000,15890
1702601000,15890
1702602000,15890
1702902000,15890
1702903000,15890
1702909000,15890
2201100000,15910
2201901000,15910
2201909000,15910
2202101000,15910
2202109000,15910
2106901010,15920
2106901020,15920
2106901090,15920
2202901000,15930
2202991000,15930
3301904510,15930
3301904520,15930
3301904530,15930
2008810000,15940
2009110000,15940
2009120000,15940
2009190000,15940
2009210000,15940
2009290000,15940
2009311000,15940
2009312000,15940
2009319000,15940
2009391000,15940
2009392000,15940
2009399000,15940
2009410000,15940
2009490000,15940
2009610000,15940
2009690000,15940
2009710000,15940
2009790000,15940
2009801090,15940
2009810000,15940
2009891010,15940
2009891020,15940
2009891030,15940
2009891090,15940
2009901010,15940
2009901020,15940
2009901030,15940
2009901090,15940
2202902000,15940
2202992000,15940
2009500000,15990
2009892000,15990
2009902000,15990
2009909000,15990
2106902000,15990
2202903000,15990
2202909000,15990
2202910000,15990
2202993000,15990
2202999000,15990
1704100000,16110
1704901000,16120
1704902010,16120
1704902020,16120
1704902090,16120
1704909000,16120
1905310000,16130
1905901020,16130
1905901040,16130
1905901050,16130
1806902111,16200
1806902119,16200
1806902191,16200
1806902199,16200
1806902210,16200
1806902910,16200
1806902920,16200
1806902991,16200
1806902992,16200
1806903010,16200
1806903091,16200
1806903099,16200
1901109010,16200
1901109090,16200
1904101000,16200
1904102000,16200
1904103000,16200
1904109000,16200
1904201000,16200
1904209000,16200
1904300000,16200
1904901010,16200
1904901090,16200
1904909000,16200
1905100000,16300
1905200000,16300
1905320000,16300
1905400000,16300
1905901010,16300
1905901030,16300
1905901090,16300
1902111000,16400
1902112000,16400
1902119000,16400
1902191000,16400
1902192000,16400
1902193000,16400
1902199000,16400
1902200000,16400
1902301010,16400
1902301090,16400
1902309000,16400
1902400000,16400
2105001010,16500
2105001090,16500
2105009010,16500
2105009090,16500
403201000,16900
403202000,16900
403209000,16900
813500000,16900
1806902999,16900
1901901000,16900
1901902010,16900
1901902020,16900
1901909010,16900
1901909091,16900
1901909092,16900
1901909099,16900
1905909010,16900
1905909020,16900
1905909090,16900
2001901000,16900
2005991000,16900
2007100000,16900
2007911000,16900
2007919000,16900
2007991000,16900
2007999000,16900
2008192000,16900
2008193000,16900
2008199000,16900
2008200000,16900
2008301000,16900
2008309000,16900
2008400000,16900
2008500000,16900
2008600000,16900
2008701000,16900
2008709000,16900
2008800000,16900
2008910000,16900
2008921010,16900
2008929000,16900
2008930000,16900
2008971010,16900
2008971090,16900
2008972000,16900
2008979000,16900
2008991000,16900
2008992000,16900
2008993000,16900
2008994000,16900
2008999000,16900
2101201000,16900
2101209000,16900
2101209010,16900
2101209011,16900
2101209019,16900
2101209090,16900
2101301000,16900
2101309000,16900
2104109000,16900
2104200000,16900
2106101000,16900
2106109010,16900
2106109020,16900
2106109030,16900
2106109090,16900
2106909050,16900
2106909070,16900
2106909080,16900
2209001000,16900
2209009000,16900
1209100000,17000
1209210000,17000
1209220000,17000
1209230000,17000
1209240000,17000
1209250000,17000
1209291000,17000
1209292000,17000
1209293000,17000
1209299000,17000
1209300000,17000
1209911010,17000
1209911090,17000
1209912000,17000
1209913000,17000
1209914000,17000
1209915000,17000
1209919000,17000
1211203200,17000
5002001010,19110
5002001020,19110
5002001030,19110
5002001040,19110
5002001050,19110
5002002000,19110
5002009000,19110
5104000000,19120
5105100000,19120
5105210000,19120
5105290000,19120
5105291000,19120
5105292000,19120
5105293000,19120
5105299000,19120
5105310000,19120
5105390000,19120
5105400000,19120
5201001000,19130
5201009010,19130
5201009020,19130
5201009030,19130
5201009050,19130
5201009060,19130
5202100000,19130
5202910000,19130
5202990000,19130
5203000000,19130
5303101000,19140
5303102000,19140
5303901010,19140
5303901090,19140
5303909010,19140
5303909090,19140
5305001000,19140
5305001010,19140
5305001090,19140
5305002000,19140
5305002010,19140
5305002090,19140
5305003000,19140
5305003010,19140
5305003090,19140
5305009000,19140
5305009010,19140
5305009090,19140
5301100000,19190
5301210000,19190
5301290000,19190
5301301000,19190
5301302000,19190
5302100000,19190
5302901000,19190
5302902010,19190
5302902020,19190
511999010,19900
511999020,19900
5001000000,19900
5003001000,19900
5003001100,19900
5003001200,19900
5003001300,19900
5003001400,19900
5003001900,19900
5003009000,19900
5003009100,19900
5003009200,19900
5003009900,19900
102211000,21110
102212000,21110
102219000,21110
102291000,21110
102292000,21110
102299000,21110
102310000,21110
102311000,21110
102312000,21110
102319000,21110
102391000,21110
102392000,21110
102399000,21110
102901000,21110
102901010,21110
102901020,21110
102901090,21110
102909010,21110
102909020,21110
102909090,21110
103100000,21120
103910000,21120
103920000,21120
101211000,21130
101291000,21130
101299000,21130
101219000,21190
101300000,21190
101301000,21190
101309000,21190
2712209731,133600
2712209732,133600
2712209733,133600
2712209741,133600
2712209742,133600
2712209743,133600
2712209744,133600
2712209745,133600
2708100000,133900
2708200000,133900
2710123000,133900
2710129000,133900
2710191090,133900
2710192090,133900
2710201030,133900
2710201090,133900
2710209190,133900
2710209290,133900
2710911010,133900
2710911090,133900
2710912010,133900
2710912090,133900
2710991010,133900
2710991090,133900
2710992010,133900
2710992090,133900
2711190000,133900
2711290000,133900
2712101000,133900
2712109000,133900
2712200000,133900
2712901010,133900
2712901020,133900
2712901090,133900
2712909010,133900
2712909020,133900
2712909030,133900
2712909040,133900
2712909090,133900
2713110000,133900
2713120000,133900
2713200000,133900
2713900000,133900
2714100000,133900
2714901000,133900
2714902000,133900
2714903000,133900
2715001000,133900
2715002000,133900
2715003000,133900
2715009000,133900
2711110000,134010
2711210000,134020
2711120000,135010
2711130000,135020
2612100000,136000
2844101000,136000
2844102000,136000
2844109000,136000
2844201000,136000
2844202000,136000
2844209000,136000
8401300000,136000
2705000000,190000
2706001000,190000
2706002000,190000
2706009000,190000
2716000000,190000
2901210000,211010
2901220000,211020
2901241000,211030
2707100000,211040
2902200000,211040
2707200000,211050
2902300000,211050
2707300000,211060
2707500000,211060
2902440000,211060
2711141000,211090
2711142000,211090
2711143000,211090
2711144000,211090
2901101000,211090
2901102000,211090
2901103000,211090
2901109000,211090
2901230000,211090
2901242000,211090
2901291000,211090
2901292000,211090
2901299000,211090
2902410000,212010
2902430000,212020
2902500000,212030
2903150000,212040
2903210000,212050
2910200000,212060
2915320000,212070
2916141000,212080
